source_id,citation,automation_level,hazard_context,tor_budget_treatment,human_reaction_model,vehicle_dynamics_treatment,state_dependent_boundary,closed_form_derivation,novelty_threat,primary_difference,recheck_verdict
L001,"Deng et al. (2024), Transportation Research Part F 103:102-120",L3 Conditionally Automated,Various simulator scenarios,Review of empirical budgets (fixed 3-7s),Empirical distributions (mean/SD),Point-mass / instantaneous deceleration assumed,No (qualitative / empirical only),No,LOW,Systematic review of 75 empirical studies; advocates dynamic budgets but provides no physical or kinematic derivation.,DIFFERENTIATED (MOTIVATIONAL PRIOR)
L002,"Liang, Calvert & van Lint (2026), IJHCI (PMID: 42283150)",L3 Conditionally Automated,Review of 100 takeover articles,Review of empirical budgets,Cognitive / perceptual latency distributions,Unspecified / simulator default point-mass,No (qualitative only),No,LOW,Focuses on driver mental workload and NDRT modalities; does not model vehicle powertrain or braking dynamics.,DIFFERENTIATED (HUMAN LATENCY BENCHMARK)
L003,"Roche, Thüring & Trukenbrod (2020), Accid. Anal. Prev. 144:105658",L3 Conditionally Automated,Critical rear-end braking,Empirical observation under critical lead vehicle,Human braking onset and peak deceleration,Empirical simulator vehicle response,No (experimental observation),No,LOW,Simulator experiment showing drivers brake harder than necessary; empirically supports max-brake step response assumption.,DIFFERENTIATED (BEHAVIORAL ANCHOR)
L004,"ScienceDirect (2024), Accid. Anal. Prev. 208:107774",L0 Manual (One-pedal vs Two-pedal),Lead vehicle braking at various urgency levels,N/A (manual driving reaction time),Empirical accelerator-to-brake transition time,Regenerative vs friction deceleration profiles,No,No,LOW,Compares manual driving pedal transitions; confirms regenerative braking changes transition dynamics but does not analyze automated TORs or derive boundaries.,DIFFERENTIATED (PROFILE MOTIVATION)
L005,"Chen et al. (2021), Transportation Research Part F 80:316-328",L3 Conditionally Automated,Fixed 5s vs 7s takeover budgets,Fixed experimental time budgets (5s vs 7s),Novice vs experienced driver reaction times,Fixed simulator vehicle dynamics,No,No,LOW,Tests driver experience effects across fixed time budgets; does not derive or evaluate state-dependent physical limits.,DIFFERENTIATED (COGNITIVE PRIOR)
L006,"Vigil, Kaayal & Szepelak (2023), SAE Paper 2023-01-0623",L0 / L2 Production EVs,Straight-line coast-down and regenerative deceleration,N/A (physical coast-down testing),N/A (no human takeover),Empirical EV regenerative deceleration profiles (0.1-0.3g),No,No,LOW,Quantifies empirical EV regenerative braking rates; provides physical anchor for a_pre parameter bounds [0.0, 3.0] m/s^2.,DIFFERENTIATED (PHYSICAL PARAMETER ANCHOR)
L007,"Tanshi & Söffker (2024/2025), IEEE Access 13:201832-201846 (arXiv:2408.15682)",L3 Conditionally Automated,Stationary / moving obstacles with visual imagery,Quantitative predictive formula for human time budget,Linear regression model of reaction time + experience + imagery,Point-mass / assumed maneuver duration,Statistical dependence on scenario variables,Yes (empirical/statistical formula),MEDIUM,Derives a quantitative TOR formula, but it models human response latency and cognitive visual imagery duration rather than physical stopping mechanics and brake transients.,DIFFERENTIATED (COGNITIVE PREDICTIVE PRIOR)
L008,"IJHCI Review (2025), Int. J. Hum.-Comput. Interact. (Metrics Review)",L3 Conditionally Automated,Systematic review 2009-2019,Catalog of performance metrics,Reaction time / quality metrics,Not modeled,No,No,LOW,Taxonomy of takeover evaluation metrics; does not address vehicle dynamics or safe stopping physical boundaries.,DIFFERENTIATED (TAXONOMIC PRIOR)
L009,"Sensors Review (2024), Sensors 24(10):3193 (Stabilization Time)",L3 Conditionally Automated,Takeover stabilization under physiological monitoring,Empirical post-takeover recovery window,Multi-modal sensor recovery (8-10s),Empirical vehicle trajectory stabilization,No,No,LOW,Examines post-takeover steering and physiological stabilization; focuses on post-event settling rather than pre-event collision avoidance boundary.,DIFFERENTIATED (POST-TAKEOVER STABILIZATION)
L010,"McDonald et al. (2019), Human Factors 61(4):582-606",L3 Conditionally Automated,Review of computational takeover models,Review of computational time budgets,Perceptual threshold and cognitive models,Identifies that existing models ignore deceleration transients,No,No,LOW,Explicitly identifies that takeover research neglects vehicle braking dynamics; directly motivates this project's research question.,DIFFERENTIATED (PRIMARY GAP AUDIT ANCHOR)
